Uniprot ID TF,Uniprot ID target,NCBI Gene ID TF,NCBI Gene ID target,Protein name TF,Protein name target,Detection method,Publication (pubmed),Organism,Source database
Q01094,Q9H0I3,1869,29070,E2F1,CCDC113,inferred by curator,,Homo sapiens,TRED
Q01094,Q567U6,1869,54520,E2F1,CCDC93,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q92583,1869,6361,E2F1,CCL17,inferred by curator,,Homo sapiens,TRED
Q01094,P50990,1869,10694,E2F1,CCT8,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9NPF0,1869,51293,E2F1,CD320,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P30203,1869,923,E2F1,CD6,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,P04233,1869,972,E2F1,CD74,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q99618,1869,83461,E2F1,CDCA3,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P29372,1869,4350,E2F1,MPG,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,O00566,1869,10199,E2F1,MPHOSPH10,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P05164,1869,4353,E2F1,MPO,inferred by curator,,Homo sapiens,TRED
Q01094,P09001,1869,11222,E2F1,MRPL3,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,Q9NQ50,1869,64976,E2F1,MRPL40,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9Y6G3,1869,28977,E2F1,MRPL42,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9Y3D9,1869,51649,E2F1,MRPS23,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P04731,1869,4489,E2F1,MT1A,inferred by curator,,Homo sapiens,TRED
Q01094,P22033,1869,4594,E2F1,MMUT,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P13533,1869,4624,E2F1,MYH6,inferred by curator,,Homo sapiens,TRED
Q01094,Q9UJ70,1869,55577,E2F1,NAGK,inferred by curator,,Homo sapiens,TRED
Q01094,Q13075,1869,4671,E2F1,NAIP,inferred by curator,,Homo sapiens,TRED
Q01094,P19338,1869,4691,E2F1,NCL,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q13772,1869,8031,E2F1,NCOA4,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9ULP0,1869,65009,E2F1,NDRG4,inferred by curator,,Homo sapiens,TRED
Q01094,O15239,1869,4694,E2F1,NDUFA1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,O95182,1869,4701,E2F1,NDUFA7,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P49821,1869,4723,E2F1,NDUFV1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,P51955,1869,4751,E2F1,NEK2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9Y221,1869,51388,E2F1,NIP7,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9BPW8,1869,8508,E2F1,NIPSNAP1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,O60936,1869,8996,E2F1,NOL3,inferred by curator,,Homo sapiens,TRED
Q01094,P01160,1869,4878,E2F1,NPPA,inferred by curator,,Homo sapiens,TRED
Q01094,P47972,1869,4885,E2F1,NPTX2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q86UY8,1869,51559,E2F1,NT5DC3,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9NZJ9,1869,11163,E2F1,NUDT4,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q7Z417,1869,57532,E2F1,NUFIP2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,O60356,1869,26471,E2F1,NUPR1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,P29728,1869,4939,E2F1,OAS2,inferred by curator,,Homo sapiens,TRED
Q01094,Q6UWY5,1869,283298,E2F1,OLFML1,inferred by curator,,Homo sapiens,TRED
Q01094,Q9NRN5,1869,56944,E2F1,OLFML3,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9H1Y3,1869,23596,E2F1,OPN3,inferred by curator,,Homo sapiens,TRED
Q01094,P30559,1869,5021,E2F1,OXTR,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,P51582,1869,5030,E2F1,P2RY4,inferred by curator,,Homo sapiens,TRED
Q01094,Q9P286,1869,57144,E2F1,PAK5,inferred by curator,,Homo sapiens,TRED
Q01094,Q86YC2,1869,79728,E2F1,PALB2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q13219,1869,5069,E2F1,PAPPA,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q9BYU1,1869,80714,E2F1,PBX4,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q15113,1869,5118,E2F1,PCOLCE,inferred by curator,,Homo sapiens,TRED
Q01094,Q13113,1869,10158,E2F1,PDZK1IP1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q9UBV8,1869,553115,E2F1,PEF1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,O00541,1869,23481,E2F1,PES1,inferred by curator,,Homo sapiens,TRED
Q01094,P50542,1869,5830,E2F1,PEX5,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,O15067,1869,5198,E2F1,PFAS,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q99471,1869,5204,E2F1,PFDN5,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,P35080,1869,5217,E2F1,PFN2,inferred by curator,,Homo sapiens,TRED
Q01094,Q92521,1869,9488,E2F1,PIGB,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,Q9NWS0,1869,55011,E2F1,PIH1D1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P00749,1869,5328,E2F1,PLAU,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,P19387,1869,5432,E2F1,POLR2C,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,Q9H1D9,1869,10621,E2F1,POLR3F,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P20265,1869,5454,E2F1,POU3F2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q5JR12,1869,333926,E2F1,PPM1J,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9H7J1,1869,90673,E2F1,PPP1R3E,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q13029,1869,7799,E2F1,PRDM2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P17612,1869,5566,E2F1,PRKACA,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P10644,1869,5573,E2F1,PRKAR1A,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P25789,1869,5685,E2F1,PSMA4,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P62333,1869,5706,E2F1,PSMC6,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P43116,1869,5732,E2F1,PTGER2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P54829,1869,84867,E2F1,PTPN5,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,P29350,1869,5777,E2F1,PTPN6,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P35236,1869,5778,E2F1,PTPN7,inferred by curator,,Homo sapiens,TRED
Q01094,P08575,1869,5788,E2F1,PTPRC,inferred by curator,,Homo sapiens,TRED
Q01094,Q9BZE2,1869,83480,E2F1,PUS3,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q15269,1869,102724159;5822,E2F1,PWP2,inferred by curator,,Homo sapiens,TRED
Q01094,P43351,1869,5893,E2F1,RAD52,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q92698,1869,8438,E2F1,RAD54L,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,Q9HD47,1869,29098,E2F1,RANGRF,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P10745,1869,5949,E2F1,RBP3,inferred by curator,,Homo sapiens,TRED
Q01094,O75452,1869,8608,E2F1,RDH16,inferred by curator,,Homo sapiens,TRED
Q01094,O95980,1869,8434,E2F1,RECK,inferred by curator,,Homo sapiens,TRED
Q01094,Q969Z4,1869,84957,E2F1,RELT,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,P35249,1869,5984,E2F1,RFC4,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,P35244,1869,6119,E2F1,RPA3,inferred by curator,,Homo sapiens,TRED
Q01094,P62906,1869,4736,E2F1,RPL10A,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P62899,1869,6160,E2F1,RPL31,inferred by curator,,Homo sapiens,TRED
Q01094,P83881,1869,6173,E2F1,RPL36A,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P23443,1869,6198,E2F1,RPS6KB1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,O75298,1869,6253,E2F1,RTN2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9Y230,1869,10856,E2F1,RUVBL2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P0DJI9,1869,6289,E2F1,SAA2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q14151,1869,9667,E2F1,SAFB2,inferred by curator,,Homo sapiens,TRED
Q01094,Q9H4B6,1869,60485,E2F1,SAV1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q8WXD2,1869,29106,E2F1,SCG3,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q8N228,1869,256380,E2F1,SCML4,inferred by curator,,Homo sapiens,TRED
Q01094,Q9UGP8,1869,11231,E2F1,SEC63,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q96T21,1869,79048,E2F1,SECISBP2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q86YV5,1869,157285,E2F1,PRAG1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P51688,1869,6448,E2F1,SGSH,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q9Y371,1869,51100,E2F1,SH3GLB1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P78324,1869,140885,E2F1,SIRPA,inferred by curator,,Homo sapiens,TRED
Q01094,Q86YT5,1869,284111,E2F1,SLC13A5,inferred by curator,,Homo sapiens,TRED
Q01094,P46059,1869,6564,E2F1,SLC15A1,inferred by curator,,Homo sapiens,TRED
Q01094,Q7RTX9,1869,151473,E2F1,SLC16A14,inferred by curator,,Homo sapiens,TRED
Q01094,Q86VW1,1869,85413,E2F1,SLC22A16,inferred by curator,,Homo sapiens,TRED
Q01094,Q8TE54,1869,115111,E2F1,SLC26A7,inferred by curator,,Homo sapiens,TRED
Q01094,O00337,1869,9154,E2F1,SLC28A1,inferred by curator,,Homo sapiens,TRED
Q01094,P11169,1869,6515,E2F1,SLC2A3,inferred by curator,,Homo sapiens,TRED
Q01094,P08195,1869,6520,E2F1,SLC3A2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q8N370,1869,124935,E2F1,SLC43A2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P82251,1869,11136,E2F1,SLC7A9,inferred by curator,,Homo sapiens,TRED
Q01094,Q9NS26,1869,30014;728712,E2F1,SPANXA1,inferred by curator,,Homo sapiens,TRED
Q01094,Q9Y6A9,1869,28972,E2F1,SPCS1,inferred by curator,,Homo sapiens,TRED
Q01094,Q9NZD8,1869,51324,E2F1,SPG21,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,Q9BYN0,1869,140809,E2F1,SRXN1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P28290,1869,6744,E2F1,ITPRID2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P51571,1869,6748,E2F1,SSR4,inferred by curator,,Homo sapiens,TRED
Q01094,Q16385,1869,6757;727837,E2F1,SSX2,inferred by curator,,Homo sapiens,TRED
Q01094,Q9UJ37,1869,10610,E2F1,ST6GALNAC2,inferred by curator,,Homo sapiens,TRED
Q01094,Q9Y3M8,1869,90627,E2F1,STARD13,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q13043,1869,6789,E2F1,STK4,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q13277,1869,6809,E2F1,STX3,inferred by curator,,Homo sapiens,TRED
Q01094,Q8IWU5,1869,55959,E2F1,SULF2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P50226,1869,6799,E2F1,SULT1A2,inferred by curator,,Homo sapiens,TRED
Q01094,Q8IZU3,1869,50511,E2F1,SYCP3,inferred by curator,,Homo sapiens,TRED
Q01094,Q15572,1869,9013,E2F1,TAF1C,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,P49848,1869,6878,E2F1,TAF6,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q8TE23,1869,80834,E2F1,TAS1R2,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q8IYX1,1869,161514,E2F1,TBC1D21,inferred by curator,,Homo sapiens,TRED
Q01094,Q15814,1869,6903,E2F1,TBCC,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9UBB9,1869,24144,E2F1,TFIP11,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q86W42,1869,79228,E2F1,THOC6,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q6B0B8,1869,220359,E2F1,TIGD3,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P01033,1869,7076,E2F1,TIMP1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P04183,1869,7083,E2F1,TK1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q8N8V8,1869,284186,E2F1,TMEM105,inferred by curator,,Homo sapiens,TRED
Q01094,Q96B77,1869,25880,E2F1,TMEM186,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9NYL9,1869,29766,E2F1,TMOD3,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,P11387,1869,7150,E2F1,TOP1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9Y3C4,1869,51002,E2F1,TPRKB,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9H8W5,1869,80263,E2F1,TRIM45,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,Q86WT6,1869,140691,E2F1,TRIM69,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9HCX4,1869,57113,E2F1,TRPC7,inferred by curator,,Homo sapiens,TRED
Q01094,Q9Y4A5,1869,8295,E2F1,TRRAP,inferred by curator,,Homo sapiens,TRED
Q01094,Q92574,1869,7248,E2F1,TSC1,inferred by curator,,Homo sapiens,TRED
Q01094,O43657,1869,7105,E2F1,TSPAN6,inferred by curator,,Homo sapiens,TRED
Q01094,A6NKD2,1869,64591,E2F1,TSPY2,inferred by curator,,Homo sapiens,TRED
Q01094,Q16762,1869,7263,E2F1,TST,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P68366,1869,7277,E2F1,TUBA4A,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,O43396,1869,9352,E2F1,TXNL1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q96S82,1869,84993,E2F1,UBL7,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P11172,1869,7372,E2F1,UMPS,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,Q13432,1869,9094,E2F1,UNC119,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q9BZI7,1869,65109,E2F1,UPF3B,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P14927,1869,7381,E2F1,UQCRB,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,O94782,1869,7398,E2F1,USP1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9UN37,1869,27183,E2F1,VPS4A,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q7Z5K2,1869,23063,E2F1,WAPL,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9NX94,1869,54838,E2F1,WBP1L,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,O75554,1869,11193,E2F1,WBP4,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9UNX4,1869,10885,E2F1,WDR3,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9Y484,1869,11152,E2F1,WDR45,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P04628,1869,7471,E2F1,WNT1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q96GT9,1869,9502,E2F1,XAGE2,inferred by curator,,Homo sapiens,TRED
Q01094,Q8WWM1,1869,170627,E2F1,XAGE5,inferred by curator,,Homo sapiens,TRED
Q01094,Q9NQW7,1869,7511,E2F1,XPNPEP1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9Y548,1869,54432,E2F1,YIPF1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q8IWR0,1869,29066,E2F1,ZC3H7A,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q6NZY4,1869,55596,E2F1,ZCCHC8,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,O60293,1869,196441,E2F1,ZFC3H1,inferred by curator,,Homo sapiens,TRED
Q01094,Q9Y2L8,1869,23660,E2F1,ZKSCAN5,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q5SVZ6,1869,79830,E2F1,ZMYM1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q9UJ78,1869,9205,E2F1,ZMYM5,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P49910,1869,7718,E2F1,ZNF165,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P17031,1869,7574,E2F1,ZNF26,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q14587,1869,10795,E2F1,ZNF268,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q8NDQ6,1869,163255,E2F1,ZNF540,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q08ER8,1869,125919,E2F1,ZNF543,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q8N883,1869,80110,E2F1,ZNF614,inferred by curator,,Homo sapiens,TRED
Q01094,Q96MU6,1869,197320,E2F1,ZNF778,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,A8K8V0,1869,146540,E2F1,ZNF785,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P25205,1869,4172,E2F1,MCM3,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P28749,1869,5933,E2F1,RBL1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P13051,1869,7374,E2F1,UNG,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,Q7LFX5,1869,51363,E2F1,CHST15,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P11597,1869,1071,E2F1,CETP,inferred by curator,,Homo sapiens,TRED
Q01094,Q8IU89,1869,204219,E2F1,CERS3,inferred by curator,,Homo sapiens,TRED
Q01094,Q96ST8,1869,84902,E2F1,CEP89,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q86SR3,1869,1056,E2F1,Q86SR3_HUMAN,inferred by curator,,Homo sapiens,TRED
Q01094,O75612,1869,1056,E2F1,O75612_HUMAN,inferred by curator,,Homo sapiens,TRED
Q01094,B4DSX9,1869,1056,E2F1,B4DSX9_HUMAN,inferred by curator,,Homo sapiens,TRED
Q01094,X6R868,1869,1056,E2F1,CEL,inferred by curator,,Homo sapiens,TRED
Q01094,Q9NZK5,1869,51816,E2F1,ADA2,inferred by curator,,Homo sapiens,TRED
Q01094,P42773,1869,1031,E2F1,CDKN2C,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P21127,1869,984,E2F1,CDK11B,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9NRN7,1869,60496,E2F1,AASDHPPT,inferred by curator,,Homo sapiens,TRED
Q01094,Q6NUN0,1869,54988,E2F1,ACSM5,inferred by curator,,Homo sapiens,TRED
Q01094,Q9H9F9,1869,79913,E2F1,ACTR5,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P00813,1869,100,E2F1,ADA,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,P78325,1869,101,E2F1,ADAM8,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q8WXS8,1869,140766,E2F1,ADAMTS14,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9UEY8,1869,120,E2F1,ADD3,inferred by curator,,Homo sapiens,TRED
Q01094,Q15109,1869,177,E2F1,AGER,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q9NRZ5,1869,56895,E2F1,AGPAT4,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,P00352,1869,216,E2F1,ALDH1A1,inferred by curator,,Homo sapiens,TRED
Q01094,Q9BV10,1869,79087,E2F1,ALG12,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9NXW9,1869,54784,E2F1,ALKBH4,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q96NU7,1869,144193,E2F1,AMDHD1,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q6DCA0,1869,83607,E2F1,AMMECR1L,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED
Q01094,Q9UPS8,1869,22852,E2F1,ANKRD26,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,P27216,1869,312,E2F1,ANXA13,inferred by curator,,Homo sapiens,TRED
Q01094,Q10567,1869,162,E2F1,AP1B1,inferred by curator,,Homo sapiens,TRED
Q01094,P51693,1869,333,E2F1,APLP1,inferred by curator,,Homo sapiens,TRED
Q01094,P05067,1869,351,E2F1,APP,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
Q01094,Q7LC44,1869,23237,E2F1,ARC,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9P2F6,1869,57569,E2F1,ARHGAP20,inferred by curator,,Homo sapiens,TRED
Q01094,P27540,1869,405,E2F1,ARNT,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q9BPX5,1869,81873,E2F1,ARPC5L,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
Q01094,Q99437,1869,533,E2F1,ATP6V0B,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,TRED;ReMap
