Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
Chpt1,Q66H21,362866,target gene,No,6
Lgals2,Q9Z144,171134,target gene,No,3
Inhbe,A0A0G2JSJ0,83711,target gene,No,6
Slc40a1,G3V6H7,108348131;170840,target gene,No,5
Zbtb8a,B1WBU4,313049,target gene,No,2
Cntn1,Q63198,117258,target gene,No,5
Dph6,F1LP07,-,target gene,No,8
Prss37,D4A527,362346,target gene,No,1
LOC691189,F1LW61,691189,target gene,No,2
Tmem136,D3ZNW9,315593,target gene,No,3
Sfta2,M0RBH5,415052,target gene,No,1
Slc22a23,Q9QZG1,64559,target gene,No,4
Cspg5,F1M4R7,-,target gene,No,3
Angpt1,F1LSB2,-,target gene,No,2
Scube2,D4AC02,499241,target gene,No,1
Cyp2c23,Q68G40,83790,target gene,No,6
Pax2,D4ACZ2,293992,target gene,No,2
LOC100912252,D4A951,100912252,target gene,No,1
Lrcol1,D3ZQQ8,100363238,target gene,No,1
Coro7,A0A0G2K9F9,-,target gene,No,2
Smim1,F1M654,500595,target gene,No,4
Xk,Q3B7L3,497078,target gene,No,3
Ppm1f,Q9WVR7,287931,target gene,No,4
Sptbn1,A0A0G2K8W9,-,target gene,No,5
Tex49,D3ZMG5,300207,target gene,No,1
Ccdc17,D3ZMQ6,500528,target gene,No,2
Plekhm1,Q5PQS0,303584,target gene,No,8
Mettl15,F7F172,295985,target gene,No,4
Lhcgr,F1LMG6,-,target gene,No,1
Gja4,Q03190,25655,target gene,No,1
Josd1,Q5BJY4,315134,target gene,No,8
-,D4AEM3,-,target gene,No,1
Lamc2,F1LRH4,192362,target gene,No,2
Tm4sf19,D4ADI7,288044,target gene,No,2
Cer1,B0BN87,500485,target gene,No,1
Casp8,Q9JHX4,64044,target gene,No,3
Grpr,P52500,24938,target gene,No,2
Nnat,Q62649,94270,target gene,No,3
Ndfip1,Q5U2S1,291609,target gene,No,7
Lama1,D4A409,316758,target gene,No,1
Pcdh18,F7EKI5,295027,target gene,No,3
Cfap300,Q68FQ4,654482,target gene,No,2
Gk,A0A0G2K785,79223,target gene,No,5
Pcdha11,Q767I1,116741;394223,target gene,No,4
Ascl4,D3ZS54,299687,target gene,No,2
Hacd1,F1LSK3,-,target gene,No,2
Hilpda,A0A0G2JX33,-,target gene,No,1
Pax3,F1LMV3,114502,target gene,No,1
Mtfmt,Q5I0C5,315763,target gene,No,5
Tkt,G3V826,-,target gene,No,4
Fam220a,Q6DGF6,498145,target gene,No,12
Kcnj12,Q6U7S0,117052,target gene,No,2
Bclaf3,E9PSU1,-,target gene,No,5
Prdm8,D4A123,305198,target gene,No,1
Dusp16,D4A3W6,297682,target gene,No,4
Myf6,P19335,25714,target gene,No,2
Clic3,D3ZY91,296566,target gene,No,1
Apoa2,P04638,25649,target gene,No,4
C8b,P55314,313421,target gene,No,5
-,F1M3T3,-,target gene,No,1
Akr1c9,P23457,191574,target gene,No,2
-,A0A0G2K198,-,target gene,No,2
-,Q6TXI4,-,target gene,No,1
Thbs1,A0A0G2JV24,-,target gene,No,6
Med11,D4ADJ7,287456,target gene,No,5
Fancd2os,D3ZY74,500294,target gene,No,1
Rnf207,D4A306,691246,target gene,No,2
Dse,B5DF19,365583,target gene,No,1
Ppp1r18,G3V629,361790,target gene,No,4
Nsun7,F7EYR2,305339,target gene,No,1
Serpina1,A0A0G2JZ73,-,target gene,No,5
Tbx19,D3Z977,304935,target gene,No,1
Fgf12,P61150,170630,target gene,No,3
Phex,G3V723,-,target gene,No,1
Cd200,A0A5D0,24560,target gene,No,1
Pifo,D3ZDE7,691223,target gene,No,1
Slc25a5,Q09073,25176,target gene,No,7
Pcdh11x_predicted,D4A497,-,target gene,No,1
Adgra3,A0A0G2JSU2,-,target gene,No,6
-,A0A0G2K1I0,-,target gene,No,1
Rab37,D4A0G7,100364984,target gene,No,1
Lin7b,Q9Z252,60377,target gene,No,1
Micall2,D3ZEN0,-,target gene,No,4
Wfdc6a,F1LVU2,-,target gene,No,1
Anxa10,D3ZXN8,-,target gene,No,2
Atp11a,D4A7K5,306600,target gene,No,5
Mt1,P02803,24567,target gene,No,3
Npr2,P16067,116564,target gene,No,2
Tln1,G3V852,313494,target gene,No,3
Tmem236,D4A3Y5,680523,target gene,No,2
Lvrn,D3ZZW8,-,target gene,No,1
Fam189a2,A0A0G2K3C3,309415,target gene,No,1
Angptl4,Q6TMA8,362850,target gene,No,3
Stard6,Q6AYN5,291527,target gene,No,8
Pot1b,M0R4T5,-,target gene,No,1
Rassf6,Q4QR82,305251,target gene,No,5
Rbfox1,D3ZSL1,302920,target gene,No,1
Hspb9,D4ACX7,363681,target gene,No,2
Abcb5,D4AEL4,314537,target gene,No,1
Adamts15,D3ZXM1,300474,target gene,No,2
Cd81,Q6P9V1,25621,target gene,No,8
Hgd,G3V6C2,-,target gene,No,6
Cbr3,B2GV72,304078,target gene,No,2
Bri3bp,Q5U3Z5,498176,target gene,No,5
Serpina3c,A0A0G2JSK1,24794,target gene,No,3
Pcdhgb7,F1M9W4,-,target gene,No,2
Ar,A0A0G2JSI8,-,target gene,No,2
Adamts2,D3ZTE7,287899,target gene,No,1
Dlg2,F1M907,-,target gene,No,2
Prl,P01237,24683,target gene,No,2
Cdh5,F1M7E5,-,target gene,No,1
Fndc1,Q2Q0I9,308099,target gene,No,3
Efnb3,G3V7D4,360546,target gene,No,1
Rhag,G3V9I8,-,target gene,No,1
Acacb,A0A0G2K1F2,116719,target gene,No,3
-,D3ZD38,-,target gene,No,1
Eogt,Q5NDL0,494219,target gene,No,6
Angptl2,G3V862,-,target gene,No,4
Ankle1,D4A332,-,target gene,No,5
-,A0A0G2JU30,-,target gene,No,1
MGC105567,Q566C9,498873,target gene,No,2
-,Q7TP79,-,target gene,No,1
Vwa5b1,D3ZP60,313653,target gene,No,4
Def8,Q4V8I4,307973,target gene,No,1
Cyp3a23/3a1,Q06884,100910877;25642,target gene,No,5
Map3k9,F1LRA7,500690,target gene,No,8
Pycr3,Q5PQJ6,300035,target gene,No,3
Olr1196,D4AE39,300524,target gene,No,1
Scrt2,D3ZNS5,366229,target gene,No,6
Lrrc8d,A0A0H2UHA3,305131,target gene,No,3
-,A0A0G2K0P9,-,target gene,No,1
Psd2,D4ACB6,307500,target gene,No,2
Myof,A0A0G2K695,309499,target gene,No,5
Prok1,Q8R414,192205,target gene,No,1
-,M0RDJ9,-,target gene,No,1
Foxd1,D3ZP43,171299,target gene,No,2
Uck2,D3Z885,304944,target gene,No,6
Pcdhac2,Q767H7,116741;393092,target gene,No,4
Ndufb11,D4A7L4,299310,target gene,No,8
Gaa,M0R544,367562,target gene,No,5
-,M0R7V0,-,target gene,No,3
Serpina10,Q62975,100909524;171154,target gene,No,2
Cpt1a,P32198,25757,target gene,No,3
Calhm1,D4AE44,499367,target gene,No,1
Mmp14,Q10739,81707,target gene,No,8
Lmx1a,F1LRJ8,289201,target gene,No,2
Necab2,F1LQY6,170928,target gene,No,6
Mok,F7F4B1,362787,target gene,No,6
Riiad1,D3ZKY7,100270669,target gene,No,1
Cyp46a1,F7EN52,362782,target gene,No,7
RGD1563917,D4ACI5,-,target gene,No,2
Hps3,D3ZGG8,310288,target gene,No,4
Ier3ip1,F1LMN6,-,target gene,No,1
C1rl,F1LP96,-,target gene,No,5
Plg,Q01177,85253,target gene,No,5
Aplp1,F1LRS5,-,target gene,No,5
Taf7l,D4AC01,363493,target gene,No,1
RGD1559459,F1LTB8,501907,target gene,No,4
Inhbc,Q9WUK5,64549,target gene,No,2
-,F1M7H1,-,target gene,No,3
Sbspon,D3ZS55,297757,target gene,No,2
Xirp2,F1LMC2,-,target gene,No,1
Gnb1,P54311,24400,target gene,No,2
-,M0R3K7,-,target gene,No,1
Pcp4l1,B1WC83,685448,target gene,No,3
Zfp821,D3ZEI3,-,target gene,No,1
Dmrt3,D4A218,293976,target gene,No,3
Cmtm8,Q71B06,301045,target gene,No,4
Cfap100,D3ZEI2,297444,target gene,No,2
Sync,D3ZM91,362606,target gene,No,4
Tmprss2,Q6P7D7,156435,target gene,No,3
Abca6,M0R890,303639,target gene,No,1
Tmem120b,M0R6Y6,-,target gene,No,1
Gcsam,D3ZLK1,685692,target gene,No,1
Trim5,Q6AYT1,308906,target gene,No,4
Crebbp,F1M9G7,54244,target gene,No,4
Scgn,F1LN07,-,target gene,No,4
Lrch3,D4A8M4,-,target gene,No,7
Oas1b,Q5BKD0,246268,target gene,No,7
Slc51b,D3ZYJ2,300790,target gene,No,1
Hmga2,O88791,84017,target gene,No,1
Slc1a5,Q9Z1J7,292657,target gene,No,5
Clstn1,Q6Q0N0,313717,target gene,No,2
Tyro3,F1M7U7,-,target gene,No,1
RGD1560242,D3ZWG8,499334,target gene,No,3
Aqp8,A0A0H2UHM1,29172,target gene,No,5
Pcdha6,Q767I6,116741;393088,target gene,No,4
Ssuh2,D4A1A7,-,target gene,No,4
Smco4,D4A7S6,363020,target gene,No,2
Cpg1,Q08302,299247,target gene,No,1
Slc28a1,F1LNH7,116642,target gene,No,1
Msl3l2,Q6AYG1,309790,target gene,No,1
Tagln2,Q5XFX0,304983,target gene,No,4
Usp44,D4A251,-,target gene,No,1
Adgrl1,O88917,65096,target gene,No,7
Camk2n1,Q9JI15,287005,target gene,No,3
Ptprh,A0A0G2K754,171125,target gene,No,1
Nudt14,D4A1D4,299346,target gene,No,5
Anxa2,Q07936,56611,target gene,No,4
Ankrd33b,D3ZTU7,310200,target gene,No,4
Lamtor5,D3ZF11,295357,target gene,No,5
Vav1,M0R4H8,-,target gene,No,1
Lctl,A0A0G2JT97,-,target gene,No,3
LOC100361907,A0A0G2JYC4,-,target gene,No,4
Mycl,G3V7T4,298506,target gene,No,5
Ptpra,Q66HJ7,25167,target gene,No,4
Tmeff2,A0A0G2JZU6,363228,target gene,No,4
Pxdn,A0A0G2JWB6,-,target gene,No,3
-,A0A0U1RVK8,-,target gene,No,5
Nutm1,D3ZMR4,366153,target gene,No,1
Plekhg4,D3ZQ60,307796,target gene,No,1
Gimap7,Q5BK45,500113,target gene,No,1
-,A0A0G2K289,-,target gene,No,4
Trim3,G3V8D6,-,target gene,No,8
Myo7b,F1M885,498834,target gene,No,3
Klrg2,D4A3B8,689885,target gene,No,2
Map6,F1LQZ9,-,target gene,No,1
Helt,D4ADJ5,498633,target gene,No,1
Fcgrt,P13599,29558,target gene,No,3
Acvr1,P80201,79558,target gene,No,2
Ncoa6,G3V8C9,116464,target gene,No,1
Bend6,A0A0G2K8T8,363212,target gene,No,1
Dpp3,O55096,114591,target gene,No,2
Aurkb,O55099,114592,target gene,No,7
Ptgir,P43253,292661,target gene,No,2
Ids,F1LLW8,-,target gene,No,4
Wfdc2,Q8CHN3,286888,target gene,No,3
Foxl2,D4A0S1,367152,target gene,No,2
Cdc14b,F1M567,361195,target gene,No,2
Gucy2c,P23897,25711,target gene,No,3
-,F1M6K3,-,target gene,No,1
Abcc8,Q09429,25559,target gene,No,2
Lix1,D3ZAG6,292381,target gene,No,2
Olr152,D4A7N5,365332,target gene,No,1
Nipal2,D3ZKE2,362899,target gene,No,2
Ppcdc,D3ZZZ5,103689921;363069,target gene,No,1
Dnase1l3,O89107,116687,target gene,No,3
RGD1306556,A0A0G2JZ88,288744,target gene,No,2
Pparg,O88275,25664,target gene,No,4
Bpifa2,Q63471,50585,target gene,No,1
Adra1a,P43140,29412,target gene,No,2
Mapk3,P21708,50689,target gene,No,4
Cpd,F1LPC6,-,target gene,No,1
Lrrc4,Q45R42,641521,target gene,No,3
Try10,W4VSR7,-,target gene,No,1
Gramd1a,A0A0H2UHS9,361550,target gene,No,2
Serpind1,Q64268,79224,target gene,No,6
Prkcz,P09217,25522,target gene,No,3
Eif3k,A0A0G2JU77,-,target gene,No,4
Nuak2,Q66HE5,289419,target gene,No,5
Dok6,F1M038,498898,target gene,No,3
Prr36,D3ZUH5,501795,target gene,No,3
Muc20,B2RZ35,303886,target gene,No,2
B4galnt1,Q10468,64828,target gene,No,2
Ffar2,Q76EI6,292794,target gene,No,1
Pdk1,F1MA54,-,target gene,No,4
Ifi27,G3V761,-,target gene,No,4
Tmem33,A0A0H2UHA6,59303,target gene,No,3
Clic2,Q5M883,294141,target gene,No,1
Rnf217,D4ABK2,-,target gene,No,2
Cyb5r2,Q6AY12,365345,target gene,No,2
Emp3,Q9QYW5,81505,target gene,No,1
Mesd,Q5U2R7,308796,target gene,No,3
Slc25a14,Q9EP88,85263,target gene,No,3
-,D3ZK34,-,target gene,No,1
Slc5a7,G3V7G1,85426,target gene,No,2
Cenpm,D4AC25,315164,target gene,No,1
Fetub,Q6IRS6,83928,target gene,No,5
-,D3ZX87,-,target gene,No,1
Slc6a9,P28572,116509,target gene,No,3
Scn7a,F1LQQ7,-,target gene,No,1
Uncx,G3V653,-,target gene,No,1
Fli1,Q4Z8P1,315532,target gene,No,2
Olig3,D4A572,293012,target gene,No,1
-,B6VQA7,-,target gene,No,1
Lyc2,B2RYD4,688047,target gene,No,3
Adrb2,Q8VBU7,24176,target gene,No,5
-,D4A241,-,target gene,No,1
Ksr2,M0RBD3,288691,target gene,No,1
Tmem200a,D3Z9K1,498987,target gene,No,3
Sting1,F1M391,498840,target gene,No,1
Zfp219,Q66H48,305848,target gene,No,6
Hnf1b,P23899,25640,target gene,No,6
Slc9a7,D3ZCI2,317170,target gene,No,3
Slc25a13,F1LZW6,-,target gene,No,5
Npas2,F1MAG2,316351,target gene,No,3
Bfsp2,D3ZER2,501046,target gene,No,3
Slc35d3,D4A5L7,308717,target gene,No,2
Cdcp2,D3ZG42,-,target gene,No,1
Col3a1,P13941,84032,target gene,No,2
Evl,O08719,79115,target gene,No,1
Rad23b,Q4KMA2,298012,target gene,No,8
Etnppl,M0R7F6,687071,target gene,No,4
Map3k21,D4A454,-,target gene,No,4
-,G3V9V4,-,target gene,No,3
Ifitm2,Q9R175,114709,target gene,No,3
Prl3a1,A0A0G2JYV6,-,target gene,No,1
Adra1d,G3V8W0,-,target gene,No,1
Prnd,A7U7N4,113910,target gene,No,1
Asb10,B5DEZ7,499972,target gene,No,1
Cyp2r1,F7FAJ1,-,target gene,No,5
Syngr2,M0R446,-,target gene,No,2
Pi4k2b,Q5XIL2,305419,target gene,No,5
Kcnq3,A0A0H2UI30,-,target gene,No,2
Deup1,Q5U3Z6,315438,target gene,No,1
Zhx3,Q80Z36,311604,target gene,No,2
Adamts8,D4AAT1,-,target gene,No,1
Snw1,D4A8G7,500695,target gene,No,6
Grem2,D3ZXD0,289264,target gene,No,4
Zfp955a,A0A0G2K0K0,-,target gene,No,2
Esyt3,D3ZC04,363120,target gene,No,2
Cadm2,A0A0A0MY16,-,target gene,No,3
Astl,D3ZX09,-,target gene,No,2
-,A0A0H2UHT7,-,target gene,No,7
Zfp853,M0RAV1,-,target gene,No,1
Zfp518b,D4ABC6,498390,target gene,No,1
Lrrc25,F1M277,498605,target gene,No,1
-,D3ZNY7,-,target gene,No,1
Ccl9,Q5FVN3,360579,target gene,No,5
Zfp385a,B2RYC6,685474,target gene,No,2
Anapc15,D3ZQX4,293155,target gene,No,2
Fgfr4,Q498D6,25114,target gene,No,6
RGD1566369,D3ZIE1,-,target gene,No,2
-,M0RC66,-,target gene,No,2
Ppwd1,D3ZVP6,294711,target gene,No,5
Slc4a11,D3ZVP9,311423,target gene,No,4
Arnt2,Q78E60,25243,target gene,No,3
Nrep,Q80Z34,338475,target gene,No,5
LOC684871,B0BND1,100910163;684871,target gene,No,1
Dnah11,E9PU24,-,target gene,No,1
Hspb1,G3V913,24471,target gene,No,2
Snx25,F1M998,306471,target gene,No,3
Zdhhc11,F1M6X9,-,target gene,No,1
Olr1625,D3ZSI0,405326,target gene,No,1
Tmem63c,D3ZNF5,314332,target gene,No,1
Slc16a7,Q66HS9,29735,target gene,No,3
Prr18,D3ZDS0,361481,target gene,No,2
Pfkfb1,P07953,24638,target gene,No,2
Prr5,A0A0H2UHJ6,315189,target gene,No,2
Usp10,Q3KR59,307905,target gene,No,8
Cd164l2,D3ZGM0,100359977,target gene,No,2
RGD1307537,F1LQ46,-,target gene,No,1
Npvf,G3V7F7,-,target gene,No,2
Colec11,F1LSS7,366588,target gene,No,2
Popdc2,Q6P722,360718,target gene,No,2
Ndst1,Q02353,29633,target gene,No,4
Txnrd3,A0A0G2K0G3,-,target gene,No,6
Crygd,P10067,24278,target gene,No,1
Frem1,D3ZC92,298185,target gene,No,1
-,F1LX22,-,target gene,No,1
Tafa4,B1H244,689043,target gene,No,4
Sv2c,Q9Z2I6,29643,target gene,No,3
Clspn,D3ZHC3,298534,target gene,No,2
Jhy,F1LZA7,-,target gene,No,5
Gpr4,Q4KLH9,308408,target gene,No,1
Resp18,P47940,50561,target gene,No,2
Agk,D3Z9L0,502749,target gene,No,2
Lrrc42,Q4KM95,298309,target gene,No,8
Erich3,F1MA76,-,target gene,No,1
Pkd1l1,F1M1X0,-,target gene,No,3
Rerg,F1M2G3,502916,target gene,No,4
Nfia,A0A0G2K5I9,-,target gene,No,4
Olr799,D3ZYA5,405144,target gene,No,1
Atp5mpl,D3Z9R8,-,target gene,No,2
Olr325,D3ZSJ1,293763,target gene,No,1
Slc44a2,B4F795,363024,target gene,No,1
Exph5,A0A0G2K5J9,315663,target gene,No,3
LOC689618,D4A8H6,689618,target gene,No,1
Tspan14,D4A0Z1,306324,target gene,No,7
Sp5,A0A0G2JUC1,296510,target gene,No,2
Emd,Q6PCU4,-,target gene,No,4
Ikzf2,A0A0G2JVA9,301476,target gene,No,1
Nmrk2,D3ZBU8,100912521,target gene,No,1
LOC691995,Q2TBJ8,691995,target gene,No,2
Kb23,Q6IG08,407759,target gene,No,1
RGD1310212,D3ZJ51,-,target gene,No,1
Tll2,F1M280,365460,target gene,No,1
Slc9a3r2,G3V6D9,116501,target gene,No,2
LOC100364523,Q32PZ8,100364523,target gene,No,2
C2cd4c,D3ZLU0,500798,target gene,No,1
RGD1560171,F1LW04,367949,target gene,No,3
Nktr,M0R991,-,target gene,No,1
Zbtb42,B1WBS3,691556,target gene,No,6
Kazald1,Q3ZAU4,293997,target gene,No,4
Garnl3,A0A0G2JX90,-,target gene,No,1
Olfm3,P63057,252920,target gene,No,2
Fscn3,Q6AXQ1,296947,target gene,No,2
Omg,F7EYB9,450224,target gene,No,1
Scg2,G3V7X2,24765,target gene,No,5
Paqr7,G3V867,313615,target gene,No,4
Prss58,Q6IE06,408204,target gene,No,1
Rgma,D4A188,308739,target gene,No,6
Rcn3,I6L9G5,494125,target gene,No,4
Ltf,D3ZAB1,301034,target gene,No,1
Ppp1r3e,F1LRU5,691447,target gene,No,1
Galk1,Q5RKH2,287835,target gene,No,6
Git1,A0A0G2K527,-,target gene,No,2
Phldb2,D4A779,-,target gene,No,2
Maob,P19643,25750,target gene,No,3
Sfrp4,G3V8G7,-,target gene,No,2
Tph2,Q8CGU9,317675,target gene,No,3
Olr1593,D3ZSH2,289255,target gene,No,1
Fam160a1,M0R5L5,-,target gene,No,8
Ptafr,P46002,58949,target gene,No,1
Fndc5,Q8K3V5,260327,target gene,No,1
Vom1r81,Q5J3M2,-,target gene,No,1
Dag1,F1M8K0,114489,target gene,No,2
Zfp93,D3ZGA9,296399,target gene,No,2
Fam83h,D3ZRK0,362937,target gene,No,4
Ugt2a3,D4A147,-,target gene,No,2
-,M0R9L5,-,target gene,No,1
Birc3,F7FLN8,78971,target gene,No,5
Mst1,F7FMS0,-,target gene,No,3
-,F1LYQ4,-,target gene,No,1
Krt25,Q6IFX0,303519,target gene,No,1
Piezo2,F1M208,-,target gene,No,1
-,Q6TXE5,-,target gene,No,1
Scgb1c1,G3V7P0,309100,target gene,No,1
Tmem150c,B5DFH9,360916,target gene,No,1
-,A0A0G2KAG0,-,target gene,No,1
Lhx1,P63007,257634,target gene,No,1
Bricd5,D3ZD16,-,target gene,No,1
Sox12,D3ZZ13,689988,target gene,No,4
Duoxa1,D3ZEH0,311374,target gene,No,3
Cdh16,G3V7L4,-,target gene,No,2
Grid2ip,F1LU68,-,target gene,No,2
Kcnq4,A0A0G2K666,298496,target gene,No,1
Atp10b,D4A4W5,303056,target gene,No,2
Tspo,P16257,24230,target gene,No,1
-,A0A0G2K6V8,-,target gene,No,1
Crym,A0A0G2K568,-,target gene,No,1
Ift57,D4A1V1,303968,target gene,No,5
-,M0R7L3,-,target gene,No,2
Kcnh4,F1LRG4,114032,target gene,No,4
-,M0R6V9,-,target gene,No,4
Aldh3b1,Q5XI42,309147,target gene,No,6
Fas,F1LWQ2,246097,target gene,No,3
-,F1M740,-,target gene,No,4
Mcrip1,B0BN72,360677,target gene,No,1
Cyp2d26,P10634,25053,target gene,No,3
Lrfn1,P0C7J6,365222,target gene,No,1
Tyw3,D3ZHR8,499731,target gene,No,3
Arg2,G3V7H6,-,target gene,No,5
Rasgrf1,A0A0G2JZ23,-,target gene,No,3
LOC103694210,A0A0G2JW13,103694210,target gene,No,5
Pou4f1,A0A0G2K8H8,-,target gene,No,3
Myh4,F1LMU0,-,target gene,No,1
Hmgcs1,P17425,29637,target gene,No,1
Il31ra,M0R4P7,-,target gene,No,1
Rora,F1LZZ3,300807,target gene,No,6
Sp6,D3ZT88,363672,target gene,No,2
Mplkip,D3ZVR4,684996,target gene,No,8
Prl8a7,G3V869,-,target gene,No,1
Prl2b1,A0A0G2JWD1,-,target gene,No,1
Rnasel,G3V915,359726,target gene,No,1
Intu,M0R7I8,-,target gene,No,5
Scml4,A0A0G2K2K4,309859,target gene,No,1
Scn3b,Q9JK00,245956,target gene,No,3
Epha7,P54759,171287,target gene,No,6
Prom1,A0A0G2JWD0,60357,target gene,No,1
Afdn,F1LT10,-,target gene,No,3
Edem3,D4AB70,-,target gene,No,7
Prokr2,G3V8W3,192649,target gene,No,1
Efhb,D3ZTX5,-,target gene,No,1
Aebp2,D3ZED3,297705,target gene,No,2
Lama5,F1MAN8,140433,target gene,No,2
-,M0RAP0,-,target gene,No,2
Meox2,G3V6T9,-,target gene,No,1
Gjc1,A4GG66,266706,target gene,No,2
-,F1LZG0,-,target gene,No,2
UST4r,G3V9H5,-,target gene,No,5
Lmntd1,A0A0G2K698,500362,target gene,No,2
Ell2,F1LSH1,309918,target gene,No,5
Plekhb1,Q9WU68,64471,target gene,No,2
Lkaaear1,D3ZIM8,296483,target gene,No,1
Rph3a,F1LPB9,171039,target gene,No,1
Lbhd2,D3ZC31,500724,target gene,No,1
Nkpd1,D3ZR21,680440,target gene,No,6
Itpka,P17105,81677,target gene,No,2
Mfsd6,D3ZCJ3,301388,target gene,No,6
-,A0A0G2K2A3,-,target gene,No,1
P2rx7,Q64663,29665,target gene,No,4
Cndp1,Q66HG3,307212,target gene,No,1
Pbxip1,A2VD12,310644,target gene,No,2
Dctn4,Q9QUR2,84428,target gene,No,8
Mall,Q5EB48,362211,target gene,No,1
-,M0R6M1,-,target gene,No,1
Acta2,A0A0G2K4M6,-,target gene,No,2
Ly6b,Q63317,246138,target gene,No,1
Tmco6,G3V979,291661,target gene,No,4
Rab44,F1M8M0,-,target gene,No,1
Sim1,D3ZMU8,309888,target gene,No,2
Klf12,D3ZG44,306110,target gene,No,4
-,A0A0G2K9I1,-,target gene,No,1
Armh3,D3ZZE3,103689959,target gene,No,2
Ahsp,A9UMW3,293522,target gene,No,1
Hapln1,P03994,29331,target gene,No,4
Agxt,P09139,24792,target gene,No,4
Cxcl10,P48973,245920,target gene,No,7
LOC690352,D3ZLU7,690352,target gene,No,1
Cldn15,D3ZQJ0,304388,target gene,No,1
Slc44a4,Q6MG71,294255,target gene,No,2
Armcx3,Q5XID7,367902,target gene,No,6
Wdr11,D3Z9L5,309016,target gene,No,1
Krt10,Q6IFW6,450225,target gene,No,1
Ifnlr1,D3ZB58,362628,target gene,No,2
-,A0A0G2K468,-,target gene,No,1
Sptbn4,A0A0G2K677,308458,target gene,No,2
Rassf8,D4AAU5,312846,target gene,No,5
Ccdc28b,B4F770,682445,target gene,No,1
Dglucy,D4A9W3,362769,target gene,No,3
Slitrk3,D4A062,310519,target gene,No,1
Ptp4a3,B0K032,362930,target gene,No,1
Hand1,P97832,59112,target gene,No,1
Stpg1,Q4KLY8,500566,target gene,No,5
Leap2,Q7TQ83,497901,target gene,No,4
Oplah,P97608,116684,target gene,No,4
Klf2,Q9ET58,306330,target gene,No,8
B4galt1,G3V722,24390,target gene,No,5
Usp49,D3ZJ49,316211,target gene,No,4
Hsd17b6,F1LYR5,-,target gene,No,5
Dnah5,M0R8U1,-,target gene,No,3
Dnajc6,A0A0G2JY26,313409,target gene,No,1
Ddx54,D3ZHY6,-,target gene,No,10
Fam149a,F1LUX5,361153,target gene,No,3
Rtn1,Q64548,116644,target gene,No,2
Akr1c18,P51652,171516,target gene,No,2
-,A0A0G2KAC4,-,target gene,No,1
-,Q7TP75,-,target gene,No,5
Sirpb3,A0A0G2JTD2,296149,target gene,No,2
Paqr4,Q568Z3,302967,target gene,No,4
Sytl4,G3V6G6,140594,target gene,No,2
Gem,E9PT99,-,target gene,No,2
Lonrf2,D3ZX48,-,target gene,No,2
Doc2a,P70611,65031,target gene,No,1
Cd28,G3V7C2,-,target gene,No,1
Rasd1,Q9JKF8,64455,target gene,No,5
Tmem114,D3Z9M6,501675,target gene,No,1
Plcl1,F1LP62,-,target gene,No,1
Sms,Q3MIE9,363469,target gene,No,4
Magi1,A0A0G2JZE4,-,target gene,No,3
Tm9sf2,Q66HG5,306197,target gene,No,6
-,D3ZQH7,-,target gene,No,1
E2f2,M0RDX6,684111,target gene,No,1
Tapt1,D4A533,-,target gene,No,1
Nepro,Q5I0D2,303948,target gene,No,2
Hip1r,F1LML7,81917,target gene,No,5
LOC102553495,D3ZV62,-,target gene,No,1
Atp6v0a4,D4A1H0,296981,target gene,No,2
Usp26,D4A5S1,302488,target gene,No,1
Capn2,Q07009,29154,target gene,No,2
Ppp2r2b,P36877,60660,target gene,No,4
Prpf38a,D3ZGL5,298374,target gene,No,6
-,A0A0G2K0W7,-,target gene,No,1
Ston2,D4AB66,314349,target gene,No,1
Clec2e,B7TXW5,-,target gene,No,1
Dlx6,A0A096MIY0,-,target gene,No,1
Ap1s3,M0RD05,-,target gene,No,3
Megf10,F1MAP4,291445,target gene,No,4
Actl10,F1M9T6,-,target gene,No,1
Adamdec1,D3ZW34,290338,target gene,No,1
Tob1,M0R3X4,170842,target gene,No,3
Zic3,A0A096MIX7,367944,target gene,No,2
Gpx8,D3ZPW7,294744,target gene,No,3
Lamb2,M0R6K0,25473,target gene,No,1
Ankrd55,F1M1X7,361898,target gene,No,7
Atp13a5,F1MA70,303856,target gene,No,1
Slc10a3,Q5RJP6,501665,target gene,No,4
RGD1562492,F7EU61,-,target gene,No,1
Zfp423,F1LR04,-,target gene,No,1
Krtap13-2,D3ZK59,501765,target gene,No,1
Gypc,Q6XFR6,364837,target gene,No,4
Ropn1,Q4KLL5,288053,target gene,No,3
Catsperz,A0A0G2K360,100362120,target gene,No,2
-,M0RDE0,-,target gene,No,1
Iqsec3,F1LPA3,-,target gene,No,1
Tbx18,D4A1V6,315870,target gene,No,1
Gpat2,D3ZI76,296130,target gene,No,1
Hps1,A0A0G2JXZ4,114638,target gene,No,7
Snx10,Q5BJX4,297096,target gene,No,1
Pkd2l2,D4A828,291683,target gene,No,5
Prlhr,G3V791,-,target gene,No,2
Poln,F1LWX6,102555079,target gene,No,1
Slc10a4,F1LQG5,-,target gene,No,2
-,A0A0G2JX41,-,target gene,No,1
Mns1,Q6AXQ8,363093,target gene,No,7
Sdc4,P34901,24771,target gene,No,6
Timp3,Q4V8L0,25358,target gene,No,5
Gmnc,F1LTU7,-,target gene,No,1
RGD1310507,A0A0G2K896,-,target gene,No,3
Myh1,F1LRV9,-,target gene,No,1
